state,site,disposal.area,type,well.id,gradient,samp.date,contaminant,measurement.unit,concentration
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Selenium, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Molybdenum, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Thallium, total",mg/l,0.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Cobalt, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Lithium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Lithium, total",mg/l,0.05
