state,site,disposal.area,type,well.id,gradient,samp.date,contaminant,measurement.unit,concentration
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Mercury, total",mg/l,5.00E-07
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Antimony, total",mg/l,0.001
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Antimony, total",mg/l,0.0014
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Antimony, total",mg/l,0.0015
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Antimony, total",mg/l,0.0016
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Antimony, total",mg/l,0.0016
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Antimony, total",mg/l,0.0022
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Antimony, total",mg/l,0.0025
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Antimony, total",mg/l,0.003
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Antimony, total",mg/l,0.004
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Antimony, total",mg/l,0.0045
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Lead, total",mg/l,0.005
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Arsenic, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Arsenic, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Arsenic, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Arsenic, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Chromium, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Lead, total",mg/l,0.006
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Arsenic, total",mg/l,0.008
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Arsenic, total",mg/l,0.008
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Arsenic, total",mg/l,0.008
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Arsenic, total",mg/l,0.008
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Arsenic, total",mg/l,0.009
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Arsenic, total",mg/l,0.009
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Thallium, total",mg/l,0.012
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Thallium, total",mg/l,0.012
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Thallium, total",mg/l,0.014
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Barium, total",mg/l,0.03
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Barium, total",mg/l,0.03
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Barium, total",mg/l,0.03
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Barium, total",mg/l,0.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Barium, total",mg/l,0.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Barium, total",mg/l,0.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Barium, total",mg/l,0.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Barium, total",mg/l,0.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Chromium, total",mg/l,0.045
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Barium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Barium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Barium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Barium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Barium, total",mg/l,0.05
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Barium, total",mg/l,0.06
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Barium, total",mg/l,0.06
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,"Boron, total",mg/l,0.062
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,"Boron, total",mg/l,0.068
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Barium, total",mg/l,0.07
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Barium, total",mg/l,0.07
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,"Boron, total",mg/l,0.078
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Barium, total",mg/l,0.08
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Barium, total",mg/l,0.08
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Barium, total",mg/l,0.08
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Barium, total",mg/l,0.08
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Barium, total",mg/l,0.08
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,"Boron, total",mg/l,0.083
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,"Boron, total",mg/l,0.088
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Barium, total",mg/l,0.09
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Barium, total",mg/l,0.09
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Barium, total",mg/l,0.09
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,"Boron, total",mg/l,0.092
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,10/2/17,"Boron, total",mg/l,0.095
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,"Boron, total",mg/l,0.096
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,"Boron, total",mg/l,0.098
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,"Boron, total",mg/l,0.098
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Barium, total",mg/l,0.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,"Boron, total",mg/l,0.103
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,"Boron, total",mg/l,0.104
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Barium, total",mg/l,0.11
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Barium, total",mg/l,0.11
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,"Boron, total",mg/l,0.117
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,"Boron, total",mg/l,0.135
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,"Boron, total",mg/l,0.144
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,"Boron, total",mg/l,0.151
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,10/2/17,"Boron, total",mg/l,0.154
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,"Boron, total",mg/l,0.157
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,"Boron, total",mg/l,0.16
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,Radium 226+228,pCi/l,0.16
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,"Boron, total",mg/l,0.162
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,"Boron, total",mg/l,0.163
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,10/2/17,"Boron, total",mg/l,0.163
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Boron, total",mg/l,0.164
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,"Boron, total",mg/l,0.164
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,Radium 226+228,pCi/l,0.17
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,"Boron, total",mg/l,0.173
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,"Boron, total",mg/l,0.175
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,"Boron, total",mg/l,0.179
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,Radium 226+228,pCi/l,0.18
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,"Boron, total",mg/l,0.181
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Boron, total",mg/l,0.183
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Boron, total",mg/l,0.185
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Boron, total",mg/l,0.2
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,"Barium, total",mg/l,0.2
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,Fluoride,mg/l,0.21
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,Fluoride,mg/l,0.21
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,"Barium, total",mg/l,0.21
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,Fluoride,mg/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,Fluoride,mg/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,Radium 226+228,pCi/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,Radium 226+228,pCi/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,Radium 226+228,pCi/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,Radium 226+228,pCi/l,0.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,"Boron, total",mg/l,0.223
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,"Boron, total",mg/l,0.228
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,Radium 226+228,pCi/l,0.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,Radium 226+228,pCi/l,0.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,10/2/17,"Boron, total",mg/l,0.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,"Barium, total",mg/l,0.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,Radium 226+228,pCi/l,0.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,Radium 226+228,pCi/l,0.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,Fluoride,mg/l,0.27
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,"Boron, total",mg/l,0.274
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,Radium 226+228,pCi/l,0.28
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,"Boron, total",mg/l,0.304
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,Radium 226+228,pCi/l,0.31
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,Radium 226+228,pCi/l,0.31
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,Radium 226+228,pCi/l,0.32
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,"Barium, total",mg/l,0.33
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,Radium 226+228,pCi/l,0.33
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,Radium 226+228,pCi/l,0.33
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,Radium 226+228,pCi/l,0.34
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,Fluoride,mg/l,0.35
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,Fluoride,mg/l,0.35
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,Radium 226+228,pCi/l,0.35
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,Fluoride,mg/l,0.36
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,Radium 226+228,pCi/l,0.36
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,10/2/17,Fluoride,mg/l,0.38
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,Fluoride,mg/l,0.39
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,Fluoride,mg/l,0.41
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,10/2/17,Fluoride,mg/l,0.42
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,Radium 226+228,pCi/l,0.44
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,Radium 226+228,pCi/l,0.45
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,Radium 226+228,pCi/l,0.45
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,Radium 226+228,pCi/l,0.61
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,Radium 226+228,pCi/l,0.76
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,Radium 226+228,pCi/l,0.77
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,Radium 226+228,pCi/l,0.99
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,10/2/17,Fluoride,mg/l,1.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,Radium 226+228,pCi/l,1.22
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,Radium 226+228,pCi/l,1.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,Radium 226+228,pCi/l,1.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,10/2/17,"Boron, total",mg/l,1.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Barium, total",mg/l,1.25
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,Radium 226+228,pCi/l,1.25
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,Radium 226+228,pCi/l,1.28
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,"Boron, total",mg/l,1.35
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Boron, total",mg/l,1.37
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Boron, total",mg/l,1.39
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,Radium 226+228,pCi/l,1.39
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Boron, total",mg/l,1.4
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Boron, total",mg/l,1.42
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Boron, total",mg/l,1.42
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Boron, total",mg/l,1.44
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,"Barium, total",mg/l,1.5
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/16/17,"Barium, total",mg/l,1.53
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,Radium 226+228,pCi/l,1.53
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Boron, total",mg/l,1.56
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,"Barium, total",mg/l,1.57
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,Radium 226+228,pCi/l,1.61
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,Radium 226+228,pCi/l,1.71
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/9/16,"Barium, total",mg/l,1.83
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,"Barium, total",mg/l,1.84
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,"Barium, total",mg/l,1.88
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,"Barium, total",mg/l,1.93
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,Radium 226+228,pCi/l,2.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,5/11/16,Radium 226+228,pCi/l,2.13
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,Radium 226+228,pCi/l,2.2
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,Chloride,mg/l,2.8
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,Chloride,mg/l,3.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,Chloride,mg/l,3.4
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,Chloride,mg/l,3.4
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,Chloride,mg/l,3.5
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,Chloride,mg/l,3.6
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,Chloride,mg/l,3.6
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,10/2/17,Chloride,mg/l,4
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,Chloride,mg/l,4.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,Chloride,mg/l,4.3
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/15/17,pH,su,6.42
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/16/17,pH,su,6.54
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/16/17,pH,su,6.55
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/9/16,pH,su,6.56
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,pH,su,6.79
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/17/15,pH,su,6.94
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,10/2/17,pH,su,6.94
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/30/16,pH,su,6.97
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,8/30/16,pH,su,6.98
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/15/17,pH,su,6.98
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/15/17,pH,su,6.99
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/9/16,pH,su,7
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,11/9/16,pH,su,7
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,8/30/16,pH,su,7.01
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/15/17,pH,su,7.03
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,8/30/16,pH,su,7.04
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,2/14/17,pH,su,7.07
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,8/30/16,pH,su,7.09
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,Chloride,mg/l,7.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/16/17,Chloride,mg/l,7.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,10/2/17,pH,su,7.1
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/9/16,pH,su,7.13
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,5/11/16,pH,su,7.16
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,2/14/17,pH,su,7.17
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/14/17,pH,su,7.19
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,10/2/17,pH,su,7.19
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,pH,su,7.2
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,pH,su,7.21
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,11/17/15,pH,su,7.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/17/15,pH,su,7.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,5/11/16,pH,su,7.23
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/11/16,pH,su,7.24
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/9/16,pH,su,7.25
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-12-DG,Downgradient,5/11/16,pH,su,7.29
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,11/9/16,Chloride,mg/l,7.3
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,10/2/17,pH,su,7.32
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,10/2/17,pH,su,7.32
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/9/16,pH,su,7.33
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,5/16/17,pH,su,7.42
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-3-DG,Downgradient,2/9/16,pH,su,7.5
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-14-UG,Upgradient,11/17/15,pH,su,7.53
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,8/15/17,pH,su,7.58
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-13-DG,Downgradient,2/14/17,Chloride,mg/l,7.6
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/17/15,pH,su,7.61
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,11/9/16,pH,su,7.69
NY,Dunkirk Generating Station,Dunkirk Landfill,L,BR-20-DG,Downgradient,2/14/17,pH,su,7.69
